proposicao,id_camara,id_senado,apelido,tema,prioridade,advocacy_link,keywords,tipo_agenda,explicacao_projeto,classificacao_ambientalismo,explicacao_ambientalismo
PL 6276/2019,2231836,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 6288/2019,2231929,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 6289/2019,2231979,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 744/2019,2233449,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 6414/2019,2233806,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 6424/2019,2233846,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 759/2019,2234076,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 6447/2019,2234133,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 760/2019,2234294,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 6475/2019,2234382,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 6529/2019,2234673,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 6600/2019,2235980,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 188/2020,2236756,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 290/2020,2237082,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 424/2020,2238100,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 615/2020,2238896,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 646/2020,2239119,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 735/2020,2239605,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 220/2020,2252619,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 225/2020,2252799,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 235/2020,2253313,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2853/2020,2253607,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 369/2020,2260412,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 370/2020,2260423,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 963/2019,2192573,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1083/2019,2192939,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PLP 241/2019,2227595,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PDL 686/2019,2228840,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 691/2019,2229137,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,positivo
PLP 263/2019,2231800,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PLP 265/2019,2232027,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PLP 267/2019,2233179,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,NA,NA
PL 6472/2019,2234368,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 121/2020,2236587,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 123/2020,2236591,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 125/2020,2236598,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 131/2020,2236610,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 144/2020,2236649,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 162/2020,2236724,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 164/2020,2236726,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 165/2020,2236727,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 28/2020,2236761,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 191/2020,2236765,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 194/2020,2236772,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 195/2020,2236773,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,NA,NA
PL 202/2020,2236790,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,NA,NA
PL 205/2020,2236823,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 32/2020,2236840,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 33/2020,2236893,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 34/2020,2236896,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 228/2020,2236922,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 39/2020,2236932,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 41/2020,2236958,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 42/2020,2236959,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 248/2020,2236960,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 251/2020,2236967,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 256/2020,2236972,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 257/2020,2236973,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 280/2020,2237026,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 292/2020,2237089,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 296/2020,2237146,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 44/2020,2237177,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 46/2020,2237192,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 48/2020,2237205,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 313/2020,2237320,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PDL 51/2020,2237358,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 342/2020,2237659,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 344/2020,2237669,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 347/2020,2237684,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 348/2020,2237685,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 371/2020,2237751,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 57/2020,2237764,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 58/2020,2237766,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 61/2020,2237825,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 431/2020,2238115,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 444/2020,2238128,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 448/2020,2238132,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 65/2020,2238163,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 465/2020,2238198,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 469/2020,2238203,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 476/2020,2238259,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 506/2020,2238366,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 513/2020,2238395,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 71/2020,2238417,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 522/2020,2238422,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 527/2020,2238433,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 528/2020,2238434,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 531/2020,2238444,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 534/2020,2238455,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 572/2020,2238590,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 584/2020,2238632,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 588/2020,2238663,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 81/2020,2238675,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 624/2020,2238990,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 654/2020,2239357,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 700/2020,2239471,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 701/2020,2239473,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 719/2020,2239513,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 787/2020,2241630,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 810/2020,2241668,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 821/2020,2241680,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 886/2020,2241784,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 900/2020,2241804,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1034/2020,2242063,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 1073/2020,2242134,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 1083/2020,2242144,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1134/2020,2242203,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1225/2020,2242315,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 1232/2020,2242325,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 1239/2020,2242337,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1322/2020,2242513,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1336/2020,2242534,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1426/2020,2242709,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 1555/2020,2243073,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1556/2020,2243074,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1557/2020,2243075,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1558/2020,2243076,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1585/2020,2243112,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2993/2019,2243820,136872,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 2950/2019,2244008,136839,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4107/2019,2244088,137797,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1624/2020,2244117,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1628/2020,2244151,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1653/2020,2244200,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 1673/2020,2244905,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1685/2020,2244925,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1695/2020,2244947,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1723/2020,2246545,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1729/2020,2246803,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1734/2020,2246809,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1741/2020,2247050,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1830/2020,2247984,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1842/2020,2248022,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1858/2020,2248034,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 1883/2020,2248221,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 1895/2020,2248249,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 1974/2020,2249881,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2014/2020,2249950,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 155/2020,2249957,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2044/2020,2249980,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2089/2020,2250374,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2122/2020,2250430,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2193/2020,2250615,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2234/2020,2250750,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2235/2020,2250751,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2239/2020,2250756,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2257/2020,2250797,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2265/2020,2250822,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2361/2020,2251404,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2397/2020,2251622,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 2427/2020,2251839,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2428/2020,2251840,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2429/2020,2251841,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 2439/2020,2251876,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2451/2020,2251907,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2475/2020,2251962,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 2501/2020,2252017,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2540/2020,2252096,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 206/2020,2252113,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 208/2020,2252159,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2601/2020,2252539,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 2642/2020,2252640,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 2649/2020,2252659,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 228/2020,2252883,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 229/2020,2252894,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2776/2020,2253038,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 2789/2020,2253319,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2798/2020,2253353,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2808/2020,2253416,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 2834/2020,2253561,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2851/2020,2253603,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 2862/2020,2253619,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2887/2020,2253689,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2923/2020,2253793,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 2938/2020,2253870,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 2951/2020,2253938,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 248/2020,2254013,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3000/2020,2254081,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 3037/2020,2254207,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3102/2020,2254432,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3112/2020,2254467,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3097/2020,2254494,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3133/2020,2254542,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 3149/2020,2254678,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 3157/2020,2254726,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3166/2020,2254736,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3170/2020,2254752,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3220/2020,2254880,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3250/2020,2254981,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3255/2020,2255001,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 3292/2020,2255149,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3299/2020,2255158,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 3300/2020,2255159,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3301/2020,2255160,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3367/2020,2255391,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3368/2020,2255393,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,"Positivo, porém convém observar que o autor é do núcleo duro da CNA."
PL 3452/2020,2255817,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3463/2020,2255923,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3487/2020,2256119,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PLP 173/2020,2256376,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 310/2020,2256399,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 3576/2020,2256535,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3614/2020,2256675,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3617/2020,2256685,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 3663/2020,2256875,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3715/2020,2257224,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 324/2020,2257248,143356,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3750/2020,2257470,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3759/2020,2257498,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 3764/2020,2257510,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 332/2020,2257619,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PLP 187/2020,2257841,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 3828/2020,2257879,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3832/2020,2257888,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3834/2020,2257899,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3881/2020,2258131,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 345/2020,2258707,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 3961/2020,2258739,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3979/2020,2258841,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3980/2020,2258843,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 3981/2020,2258844,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4019/2020,2259136,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4032/2020,2259186,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4055/2020,2259233,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4058/2020,2259292,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4071/2020,2259355,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4073/2020,2259357,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4077/2020,2259362,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4084/2020,2259402,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 355/2020,2259417,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 356/2020,2259427,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4102/2020,2259554,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4103/2020,2259555,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4105/2020,2259643,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 359/2020,2259673,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 360/2020,2259680,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 361/2020,2259684,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4123/2020,2259727,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4134/2020,2259769,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 363/2020,2259770,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 364/2020,2259776,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 366/2020,2259826,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4162/2020,2259842,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4185/2020,2259964,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4186/2020,2259965,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4195/2020,2260410,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4198/2020,2260427,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4206/2020,2260458,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4214/2020,2260475,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 371/2020,2260478,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4228/2020,2260507,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 373/2020,2260511,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4257/2020,2260626,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
